str_no_string|NO STRING!
str_i_am_thinking_of_going_on_the_attack|Sto pensando di andare all'attacco.
str_perhaps_if_i_strike_one_more_blow_we_may_end_this_war_on_our_terms_|Forse, se faccio scorrere un po' più di sangue, potremo porre fine a questa guerra alle nostre condizioni.
str_we_may_be_able_to_bring_this_war_to_a_close_with_a_few_more_blows|Potremmo riuscire a concludere questa guerra sferrando alcuni colpi in più.
str_i_wish_to_attend_the_feast_there|Desidero partecipare alla festa.
str_there_is_a_feast_which_i_wish_to_attend|C'è una festa a cui intendo partecipare.
str_there_is_a_fair_lady_there_whom_i_wish_to_court|C'è una bella signora che desidero corteggiare.
str_i_have_the_inclination_to_pay_court_to_a_fair_lady|Tendo a fare la corte ad una bella signora.
str_we_have_heard_reports_that_the_enemy_is_in_the_area|Abbiamo sentito dai dispacci che il nemico si trova in questa zona.
str_i_have_heard_reports_of_enemy_incursions_into_our_territory|Ho ricevuto rapporti su incursioni nemiche nel nostro territorio.
str_i_need_to_spend_some_time_with_my_household|Ho bisogno di stare un po' di tempo con la mia famiglia.
str_it_has_been_a_long_time_since_i_have_been_able_to_spend_time_with_my_household|È da molto che non passo del tempo con la mia famiglia.
str_i_am_watching_the_borders|Sto controllando i confini.
str_i_may_be_needed_to_watch_the_borders| Può servire per controllare il confine.
str_i_will_guard_the_areas_near_my_home| Controllerò i territori vicini al mio feudo...
str_i_am_perhaps_needed_most_at_home| Forse sono più necessario a casa.
str_i_cant_think_of_anything_better_to_do| Non riesco a pensare a nulla di meglio...
str_i_am_completing_what_i_have_already_begun| Sto completando ciò che ho iniziato.
str_i_dont_even_have_a_home_to_which_to_return| Non ho nemmeno una casa dove fare ritorno.
str__i_am_acting_independently_because_no_marshal_is_appointed| Sto agendo in autonomia, perché non è stato nominato nessun Comandante in Capo.
str__i_am_acting_independently_because_our_marshal_is_currently_indisposed| Sto agendo autonomamente, perché il nostro Comandante in Capo è indisposto.
str__i_am_acting_independently_because_our_realm_is_currently_not_on_campaign| Sto agendo in autonomia, perché al momento il nostro regno non ha campagne in corso.
str__i_am_not_accompanying_the_marshal_because_i_fear_that_he_may_lead_us_into_disaster| Non sto accompagnando il Comandante in Capo, perché temo che ci possa condurre al disastro.
str_i_am_not_accompanying_the_marshal_because_i_question_his_judgment| Non sto accompagnando il Comandante in Capo, poiché sono in disaccordo con la sua capacità di giudizio.
str_i_am_not_accompanying_the_marshal_because_i_can_do_greater_deeds| Non sto accompagnando il Comandante in Capo, perché io posso agire in maniera più concreta.
str__s16_has_kept_us_on_campaign_on_far_too_long_and_there_are_other_pressing_matters_to_which_i_must_attend| {s16} ci ha trattenuti troppo a lungo in campagna militare, e ci sono altre pressanti questioni cui devo far fronte.
str__i_am_not_participating_in_the_marshals_campaign_because_i_do_not_know_where_to_find_our_main_army| Non sto partecipando alla campagna indetta dal Comandante in Capo, perché non so dove si trova il nostro esercito.
str__i_am_acting_independently_although_some_enemies_have_been_spotted_within_our_borders_they_havent_come_in_force_and_the_local_troops_should_be_able_to_dispatch_them| Sto agendo in maniera indipendente. Anche se alcuni nemici sono stati avvistati all'interno dei nostri confini, non sono arrivati in forze e le truppe locali dovrebbero essere in grado di liberarsi di loro.
str__the_needs_of_the_realm_must_come_first| I bisogni del regno hanno la priorità.
str_we_are_likely_to_be_overwhelmed_by_the_s9_let_each_defend_their_own|Ci sono buone probabilità di essere sopraffatti da {s9}. Che ognuno si difenda per sè.
str_we_should_see_this_siege_through|Dovremmo controllare quest'assedio.
str_we_should_prepare_to_defend_s21_but_we_should_gather_our_forces_until_we_are_strong_enough_to_engage_them|Dobbiamo prepararci a difendere {s21}, ma dobbiamo unire tutte le nostre forze prima di essere forti abbastanza per affrontarli.
str_we_should_prepare_to_defend_s21_but_first_we_have_to_gather|Dobbiamo prepararci a difendere {s21}. Ma per prima cosa bisogna riunire il nostro esercito.
str_we_should_ride_to_break_the_siege_of_s21|Dobbiamo correre a rompere l'assedio di {s21}.
str_we_should_ride_to_defeat_the_enemy_gathered_near_s21|Dobbiamo sbrigarci a vincere il nemico riunitosi vicino a {s21}.
str_we_have_located_s21s_army_and_we_should_engage_it|Abbiamo localizzato l'esercito di {s21}, dovremmo affrontarlo.
str_this_offensive_needs_to_wind_down_soon_so_the_vassals_can_attend_to_their_own_business|Questa offensiva ha bisogno di una tregua affinché i vassalli possano partecipare ai loro affari.
str_the_vassals_are_tired_we_let_them_rest_for_some_time|I vassalli sono stanchi della campagna militare. Dovremmo lasciarli riposare per qualche tempo.
str_the_vassals_still_need_time_to_attend_to_their_own_business|I vassalli hanno bisogno di tempo per curare i propri affari.
str_it_is_time_to_go_on_the_offensive_and_we_must_first_assemble_the_army|È ora di passare all'offensiva, e dobbiamo prima radunare l'esercito.
str_we_must_continue_to_gather_the_army_before_we_ride_forth_on_an_offensive_operation|Abbiamo riunito pochi vassalli, dobbiamo continuare a radunare l'esercito prima di partire all'offensiva.
str_there_is_no_need_to_beat_around_the_borders__we_can_take_one_of_their_important_towns|Non c'è bisogno di andare fino ai confini, possiamo conquistare una delle loro città.
str_we_should_exploit_our_success_over_s21_by_seizing_one_of_their_fortresses|Dobbiamo sfruttare la vittoria contro {s21} e assediare una sua fortezza.
str_we_shall_leave_a_fiery_trail_through_the_heart_of_the_enemys_lands_targeting_the_wealthy_settlements_if_we_can|Lasceremo una scia di fuoco nel cuore delle terre nemiche, mirando alle ricche fortezze.
str_the_army_will_be_disbanded_because_we_have_been_waiting_too_long_without_a_target|L'esercito si scioglierà poiché siamo stati troppo tempo senza un vero obiettivo.
str_it_is_time_for_the_feast_to_conclude|È ora che la festa abbia termine.
str_we_should_continue_the_feast_unless_there_is_an_emergency|Possiamo proseguire con i festeggiamenti, a meno che non vi sia un'emergenza.
str_you_had_wished_to_hold_a_feast|Avreste dovuto tenere una festa.
str_your_wedding_day_approaches_my_lady|Il giorno del vostro matrimonio si avvicina, mia signora.
str_your_wedding_day_approaches|Il giorno del vostro matrimonio si avvicina.
str_s22_and_s23_wish_to_marry|{s22} e {s23} desiderano sposarsi.
str_it_has_been_a_long_time_since_the_lords_of_the_realm_gathered_for_a_feast|È passato molto tempo da quando i nobili del regno si sono riuniti in una festa.
str_the_circumstances_which_led_to_this_decision_no_longer_apply_so_we_should_stop_and_reconsider_shortly|Le circostanze che avevano favorito questa decisione non sono più applicabili, quindi dovremo fermarci e riconsiderare presto la cosa.
str_s15_is_at_war_with_s16_|{s15} è in guerra con {s16}.
str_in_the_short_term_s15_has_a_truce_with_s16_as_a_matter_of_general_policy_|Nel breve periodo, {s15} è in tregua con {s16}. Prendendo in considerazione la politica in generale, 
str_in_the_short_term_s15_was_recently_provoked_by_s16_and_is_under_pressure_to_declare_war_as_a_matter_of_general_policy_| Nel breve periodo, {s15} è stato recentemente provocato dal {s16}, ed è sotto pressione per dichiarare guerra. Se consideriamo la politica in generale, 
str_s12s15_cannot_negotiate_with_s16_as_to_do_so_would_undermine_reg4herhis_own_claim_to_the_throne_this_civil_war_must_almost_certainly_end_with_the_defeat_of_one_side_or_another|{s12}{s15} non può negoziare con {s16}, questo minerebbe la {reg4?sua:sua} pretesa al trono. Questa guerra civile può finire solo con la sconfitta di una delle due fazioni.
str_s12s15_considers_s16_to_be_dangerous_and_untrustworthy_and_shehe_wants_to_bring_s16_down|{s12}{s15} considera {s16} pericoloso e inaffidabile, e {?lei:lui} vuole liberarsi di {s16}.
str_s12s15_is_anxious_to_reclaim_old_lands_such_as_s18_now_held_by_s16|{s12}{s15} è ansioso di reclamare vecchi territori come {s18}, ora detenuti da {s16}.
str_s12s15_feels_that_reg4shehe_is_winning_the_war_against_s16_and_sees_no_reason_not_to_continue|{s12}{s15} ritiene che {reg4?lei:lui} sta vincendo la guerra contro {s16}, e non vede ragioni per continuare.
str_s12s15_faces_too_much_internal_discontent_to_feel_comfortable_ignoring_recent_provocations_by_s16s_subjects| {s12}{s15} fronteggia un malcontento interno troppo grande per non avere preoccupazioni e per ingorare le recenti provocazioni da parte dei seguaci di {s16}.
str_s12even_though_reg4shehe_is_fighting_on_two_fronts_s15_is_inclined_to_continue_the_war_against_s16_for_a_little_while_longer_for_the_sake_of_honor|{s12}Anche se {reg4?lei:lui} sta combattendo su due fronti, {s15} è propenso a continuare la guerra contro {s16} per un altro po' di tempo per una questione d'onore.
str_s12s15_feels_that_reg4shehe_must_pursue_the_war_against_s16_for_a_little_while_longer_for_the_sake_of_honor|{s12}{s15} ritiene che {reg4?lei:lui} deve continuare la guerra contro {s16} per un altro po' di tempo per una questione d'onore.
str_s12s15_is_currently_on_the_offensive_against_s17_now_held_by_s16_and_reluctant_to_negotiate|{s12}{s15} sta attuando un'offensiva contro {s17}, detenuta da {s16}, ed è restio a negoziare.
str_s12s15_is_alarmed_by_the_growing_power_of_s16|{s12}{s15} è allarmato dal crescente potere di {s16}.
str_s12s15_distrusts_s16_and_fears_that_any_deals_struck_between_the_two_realms_will_not_be_kept|{s12}{s15} diffida di {s16}, e teme che gli accordi tra i due regni non verranno rispettati.
str_s12s15_is_at_war_on_too_many_fronts_and_eager_to_make_peace_with_s16|{s12}{s15} è in guerra su troppi fronti, e desideroso di fare la pace con {s16}.
str_s12s15_seems_to_think_that_s16_and_reg4shehe_have_a_common_enemy_in_the_s17|{s12}{s15} pensa che {s16} e {reg4?lei:lui} abbiano un nemico in comune nel {s17}.
str_s12s15_feels_frustrated_by_reg4herhis_inability_to_strike_a_decisive_blow_against_s16|{s12}{s15} si sente frustrato dalla {reg4?sua:sua} incapacità di assestare il colpo di grazia a {s16}.
str_s12s15_has_suffered_enough_in_the_war_with_s16_for_too_little_gain_and_is_ready_to_pursue_a_peace|{s12}{s15} ha sofferto abbastanza nella guerra contro {s16}, ha guadagnato troppo poco, ed è pronto a fare la pace.
str_s12s15_would_like_to_firm_up_a_truce_with_s16_to_respond_to_the_threat_from_the_s17|{s12}{s15} vorrebbe firmare un trattato di pace con {s16} per rispondere alle minacce del {s17}.
str_s12s15_wishes_to_be_at_peace_with_s16_so_as_to_pursue_the_war_against_the_s17|{s12}{s15} auspica di essere in pace con {s16} in modo da proseguire la guerra contro il {s17}.
str_s12s15_seems_to_be_intimidated_by_s16_and_would_like_to_avoid_hostilities|{s12}{s15} sembra essere intimorito da {s16}, e vorrebbe evitare le ostilità.
str_s12s15_has_no_particular_reason_to_continue_the_war_with_s16_and_would_probably_make_peace_if_given_the_opportunity|{s12}{s15} non ha motivo di continuare la guerra con il {s16}, e probabilmente firmerà la pace appena se ne presenterà l'occasione.
str_s12s15_seems_to_be_willing_to_improve_relations_with_s16|{s12}{s15} sembra essere disposto a migliorare i rapporti con {s16}.
str_excuse_me_how_can_you_possibly_imagine_yourself_worthy_to_marry_into_our_family|Scusate? Come potete immaginare d'esser degno di entrare nella nostra famiglia?
str_em_with_regard_to_her_ladyship_we_were_looking_specifically_for_a_groom_of_some_distinction_fight_hard_count_your_dinars_and_perhaps_some_day_in_the_future_we_may_speak_of_such_things_my_good_man|Emh... Per quel che riguarda la sua signoria, eravamo alla ricerca di uno sposo specifico. Lottate duramente, ottenete una discreta ricchezza e forse un giorno potremo parlare nuovamente di questa faccenda, buon uomo!
str_em_with_regard_to_her_ladyship_we_were_looking_specifically_for_a_groom_of_some_distinction|Emh... Per quel che riguarda la sua signoria, eravamo alla ricerca di uno sposo specifico con una certa posizione.
str_it_is_too_early_for_you_to_be_speaking_of_such_things_you_are_still_making_your_mark_in_the_world|È troppo facile per voi parlare di queste cose. State ancora lasciando un segno nel mondo.
str_you_dont_serve_the_s4_so_id_say_no_one_day_we_may_be_at_war_and_i_prefer_not_to_have_to_kill_my_inlaws_if_at_all_possible|Voi non servite il {s4}, quindi direi di no. Un giorno potremmo essere in guerra, e preferisco non uccidere i parenti acquisiti, se possibile.
str_as_you_are_not_a_vassal_of_the_s4_i_must_decline_your_request_the_twists_of_fate_may_mean_that_we_will_one_day_cross_swords_and_i_would_hope_not_to_make_a_widow_of_a_lady_whom_i_am_obligated_to_protect|Dato che non siete un vassallo del {s4}, devo rifiutare la vostra offerta. Il destino potrebbe farci incrociare le spade un giorno, e mi auguro di non fare vedova una donna che è mio dovere proteggere.
str_as_you_are_not_a_pledged_vassal_of_our_liege_with_the_right_to_hold_land_i_must_refuse_your_request_to_marry_into_our_family|Dato che non siete un vassallo del mio sovrano, con il diritto di possedere una terra, devo rifiutare la vostra offerta di entrare a far parte della nostra famiglia.
str_look_here_lad__the_young_s14_has_been_paying_court_to_s16_and_youll_have_to_admit__hes_a_finer_catch_for_her_than_you_so_lets_have_no_more_of_this_talk_shall_we| Guardate, ragazzo. Il giovane {s14} ha corteggiato {s16} e, dovete ammetterlo, è un miglior partito di voi. Quindi non prolunghiamo questa discussione, d'accordo?
str_i_do_not_care_for_you_sir_and_i_consider_it_my_duty_to_protect_the_ladies_of_my_household_from_undesirable_suitors|No, non vi ritengo degno, signore. Considero un mio dovere proteggere le dame della mia famiglia da pretendenti indesiderati...
str_hmm_young_girls_may_easily_be_led_astray_so_out_of_a_sense_of_duty_to_the_ladies_of_my_household_i_think_i_would_like_to_get_to_know_you_a_bit_better_we_may_speak_of_this_at_a_later_date|Hmm. Le giovani donne possono essere facilmente sviate, così per senso del dovere verso le dame della mia famiglia, penso che sarebbe opportuno che vi conoscessi un po' meglio. Potremo parlare di questo in un altro momento.
str_you_may_indeed_make_a_fine_match_for_the_young_mistress|Potreste davvero fare un bel duello per la giovane amante.
str_madame__given_our_relations_in_the_past_this_proposal_is_most_surprising_i_do_not_think_that_you_are_the_kind_of_woman_who_can_be_bent_to_a_hushands_will_and_i_would_prefer_not_to_have_our_married_life_be_a_source_of_constant_acrimony|Signora, date le nostre relazioni in passato, questa proposta è molto sorprendente. Non credo che voi siate il tipo di donna che può essere piegata alla volontà di un marito, e io preferirei che la nostra vita coniugale non fosse fonte di astio e costanti rimpianti.
str_i_would_prefer_to_marry_a_proper_maiden_who_will_obey_her_husband_and_is_not_likely_to_split_his_head_with_a_sword|Preferirei sposare una fanciulla propensa ad obbedire al proprio marito, e non sia destinata a farsi tagliare la testa con una spada.
str_my_lady_while_i_admire_your_valor_you_will_forgive_me_if_i_tell_you_that_a_woman_like_you_does_not_uphold_to_my_ideal_of_the_feminine_of_the_delicate_and_of_the_pure|Mia signora, mentre ammiro il vostro coraggio e la vostra bellezza, mi perdonerete se vi dico che una donna come voi non rappresenta il mio ideale di moglie: femminile, delicata e pura.
str_nah_i_want_a_woman_wholl_keep_quiet_and_do_what_shes_told_i_dont_think_thats_you|Nah. Voglio una donna che io possa tenere a bada e che faccia quel che gli viene detto. Non penso che questa siate voi.
str_my_lady_you_are_possessed_of_great_charms_but_no_properties_until_you_obtain_some_to_marry_you_would_be_an_act_of_ingratitude_towards_my_ancestors_and_my_lineage|Mia signora, voi siete in possesso di grande fascino, ma di nessuna proprietà. Finché non otterrete dei feudi, sposarvi sarebbe un atto d'ingratitudine verso i miei antenati e il mio lignaggio.
str_my_lady_you_are_a_woman_of_no_known_family_of_no_possessions__in_short_a_nobody_do_you_think_that_you_are_fit_to_marry_into_may_family|Mia signora, voi siete una donna proveniente da famiglia sconosciuta, priva di proprietà... In breve, non siete nessuno. Pensate di essere adatta a contrarre matrimonio essendo accolta nella mia famiglia?
str_my_lady__forgive_me__the_quality_of_our_bond_is_not_of_the_sort_which_the_poets_tell_us_is_necessary_to_sustain_a_happy_marriage|Mia Signora, perdonatemi, ma la qualità del nostro vincolo non è di quel tipo che i poeti ci dicono sia necessario ad assicurare un matrimonio felice.
str_um_i_think_that_if_i_want_to_stay_on_s4s_good_side_id_best_not_marry_you|Uhm, penso che se voglio rimanere sotto la protezione di {s4}, farei meglio a non sposarvi.
str_you_serve_another_realm_i_dont_see_s4_granting_reg4herhis_blessing_to_our_union|Voi servite un altro regno. Non vedo come {s4} possa garantire {reg4?la sua:la sua} benedizione alla nostra unione.
str_madame_my_heart_currently_belongs_to_s4|Signora, il mio cuore al momento appartiene a {s4}.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_shall_give_your_proposal_consideration|Mia Signora, voi siete una donna di grande spirito e coraggio, in possesso di bellezza, grazia e arguzia. Prenderò in considerazione la vostra proposta.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_would_be_most_honored_were_you_to_become_my_wife|Mia Signora, voi siete una donna di grande spirito e coraggio, in possesso di bellezza, grazia e arguzia. Sarei molto onorato se voleste diventare mia moglie.
str_ah__kais_and_layali__such_a_sad_tale_many_a_time_has_it_been_recounted_for_my_family_by_the_wandering_poets_who_come_to_our_home_and_it_has_never_failed_to_bring_tears_to_our_eyes|Ah, 'Kais and Layalì, un triste racconto. Ogni volta è stata raccontata per la mia famiglia dai trovatori itineranti che arrivano alla nostra corte, e non ha mai fallito nel far scendere le lacrime dai miei occhi.
str_kais_and_layali_three_hundred_stanzas_of_pathetic_sniveling_if_you_ask_me_if_kais_wanted_to_escape_heartbreak_he_should_have_learned_to_live_within_his_station_and_not_yearn_for_what_he_cannot_have|'Kais and Layali? Trecento strofe di patetico piagniucolio, se me lo chiedete. Se Kais voleva fuggire dal crepacuore, avrebbe dovuto imparare a convivere con la sua condizione, e a non desiderare ciò che non può avere.
str_kais_and_layali_no_one_should_ever_have_written_such_a_sad_poem_if_it_was_the_destiny_of_kais_and_layali_to_be_together_than_their_love_should_have_conquered_all_obstacles|'Kais and Layalì? Nessuno avrebbe dovuto  scrivere una poesia così triste! Se il destino di Kais e Layali era quello di stare insieme, allora il loro amore avrebbe dovuto superare qualsiasi ostacolo!
str_ah_kais_and_layali_a_very_old_standby_but_moving_in_its_way|Ah, 'Kais and Layali.' Un passo molto vecchio, ma a suo modo emozionante.
str_the_saga_of_helgered_and_kara_such_happy_times_in_which_our_ancestors_lived_women_like_kara_could_venture_out_into_the_world_like_men_win_a_name_for_themselves_and_not_linger_in_their_husbands_shadow|La saga di 'Helgered e Kara'? Che tempi felici erano quelli in cui i nostri antenati vivevano! Le donne come Kara potevano avventurarsi nel mondo come gli uomini, guadagnare fama e onore solo per se stesse, e non indugiare all'ombra dei loro mariti.
str_ah_the_saga_of_helgered_and_kara_now_there_was_a_lady_who_knew_what_she_wanted_and_was_not_afraid_to_obtain_it|Ah, la saga di 'Helgered e Kara'. Allora c'era una signora che sapeva quello che voleva, e non aveva che da agire per ottenerlo.
str_the_saga_of_helgered_and_kara_a_terrible_tale__but_it_speaks_of_a_very_great_love_if_she_were_willing_to_make_war_on_her_own_family|La saga di 'Helgered e Kara'? Un racconto terribile, ma parla di un vero grande amore, se lei è stata disposta a muovere guerra alla sua stessa famiglia.
str_the_saga_of_helgered_and_kara_as_i_recall_kara_valued_her_own_base_passions_over_duty_to_her_family_that_she_made_war_on_her_own_father_i_have_no_time_for_a_poem_which_praises_such_a_woman|La saga di 'Helgered e Kara'? Se ricordo bene, Kara valutava le sue passioni più importanti dei doveri verso la sua famiglia, tanto da muovere guerra verso il suo stesso padre. Non ho tempo per una poesia che esalta una donna!
str_the_saga_of_helgered_and_kara_how_could_a_woman_don_armor_and_carry_a_sword_how_could_a_man_love_so_ungentle_a_creature|La saga di 'Helgered e Kara'? Come può una donna indossare un'armatura e brandire una spada? Come potrebbe mai un uomo amare una creatura così priva di gentilezza?
str_a_conversation_in_the_garden_i_cannot_understand_the_lady_in_that_poem_if_she_loves_the_man_why_does_she_tease_him_so|'A Conversation in the Garden'? Non riesco a capire la donna in questa poesia. Se lei ama l'uomo, perché  lo prende in giro in questo modo?
str_a_conversation_in_the_garden_let_us_see__it_is_morally_unedifying_it_exalts_deception_it_ends_with_a_maiden_surrendering_to_her_base_passions_and_yet_i_cannot_help_but_find_it_charming_perhaps_because_it_tells_us_that_love_need_not_be_tragic_to_be_memorable|'A Conversation in the Garden'? Vediamo... È moralmente poco edificante, esalta l'inganno, termina con una fanciulla che si arrende alle sue passioni... E tuttavia non riesco a fare a meno di trovarlo affascinante, forse perché ci dice che l'amore non dev'essere tragico per essere memorabile.
str_a_conversation_in_the_garden_now_that_is_a_tale_every_lady_should_know_by_heart_to_learn_the_subtleties_of_the_politics_she_must_practice|'A Conversation in the Garden'? Questo è un racconto che ogni donna dovrebbe conoscere a memoria, per apprendere le sottili arti femminili che deve mettere in pratica!
str_a_conversation_in_the_garden_it_is_droll_i_suppose__although_there_is_nothing_there_that_truly_stirs_my_soul|'A Conversation in the_Garden'? È un buffo poema, ritengo, anche se non c'è nulla che faccia vibrare veramente la mia anima.
str_storming_the_fortress_of_love_ah_yes_the_lady_sits_within_doing_nothing_while_the_man_is_the_one_who_strives_and_achieves_i_have_enough_of_that_in_my_daily_life_why_listen_to_poems_about_it|'Storming the Fortress of Love'? Ah, si. La dama sta seduta senza far nulla, mentre l'uomo è colui che s'impegna ed ottiene il risultato voluto. Ne ho abbastanza di tutto ciò nella mia vita quotidiana. A proprosito, perché stare ad ascoltare le poesie?
str_storming_the_fortress_of_love_ah_yes_an_uplifting_tribute_to_the_separate_virtues_of_man_and_woman|'Storming the Fortress of Love'? Ah, si. Un edificante tributo alle virtù separate di uomo e donna.
str_storming_the_fortress_of_love_ah_yes_but_although_it_is_a_fine_tale_of_virtues_it_speaks_nothing_of_passion|'Storming the Fortress of Love'? Ah, si. Ma anche se è un delicato racconto sulle virtù, non si parla per nulla di passione!
str_storming_the_fortress_of_love_ah_a_sermon_dressed_up_as_a_love_poem_if_you_ask_me|'Storming the Fortress of Love'? Ah... Un sermone vestito da poesia d'amore, se volete il mio parere.
str_a_hearts_desire_ah_such_a_beautiful_account_of_the_perfect_perfect_love_to_love_like_that_must_be_to_truly_know_rapture|'A Heart's Desire'? Ah, un bell'esempio del perfetto, perfetto amore! Amare in questo modo dev'essere come conoscere la vera estasi!
str_a_hearts_desire_silly_if_you_ask_me_if_the_poet_desires_a_lady_then_he_should_endeavor_to_win_her__and_not_dress_up_his_desire_with_a_pretense_of_piety|'A Heart's Desire'? Una sciocchezza, se volete la mia opinione. Se il poeta desidera una dama, allora dovrebbe sforzarsi di conquistarla... E non rivestire il suo desiderio con una pretesa di pietà!
str_a_hearts_desire_hmm__it_is_an_interesting_exploration_of_earthly_and_divine_love_it_does_speak_of_the_spiritual_quest_which_brings_out_the_best_in_man_but_i_wonder_if_the_poet_has_not_confused_his_yearning_for_higher_things_with_his_baser_passions|'A Heart's Desire'? Hmm... Si tratta di una interessante esplorazione sull'amore terreno e divino. Si parla della ricerca spirituale che fa emergere il meglio di un uomo, ma mi chiedo se il poeta non abbia confuso il suo desiderio di cose più alte con le sue passioni più vili.
str_a_hearts_desire_oh_yes__it_is_very_worthy_and_philosophical_but_if_i_am_to_listen_to_a_bard_strum_a_lute_for_three_hours_i_personally_prefer_there_to_be_a_bit_of_a_story|'A Heart's Desire'? Oh, si... È molto benemerito e filosofico. Ma se devo ascoltare un bardo strimpellare un liuto per tre ore, personalmente preferisco ci sia un po' di storia.
str_reg3_units_of_s4_for_reg5_guests_and_retinue|{reg3} unità di {s4} per {reg5} ospiti e seguito
str_reg3_units_of_spice_of_reg5_to_be_consumed|{reg3} unità di spezie di {reg5} da consumare
str_reg3_units_of_oil_of_reg5_to_be_consumed|{reg3} unità di olio di {reg5} da consumare
str_of_food_which_must_come_before_everything_else_the_amount_is_s8|Di cibo, che deve venire prima di ogni altra cosa, l'ammontare è {s8}
str_s9_and_the_variety_is_s8_|{s9} e la varietà è {s8}. 
str_s9_of_drink_which_guests_will_expect_in_great_abundance_the_amount_is_s8|{s9} Di bevande, che gli ospiti si aspettano in grande abbondanza, l'ammontare è {s8}
str_s9_of_spice_which_is_essential_to_demonstrate_that_we_spare_no_expense_as_hosts_the_amount_is_s8_|{s9} di spezie, che sono essenziali per dimostrare che noi non badiamo a spese come ospiti, la somma è {s8}. 
str_s9_of_oil_which_we_shall_require_to_light_the_lamps_the_amount_is_s8|{s9} Di olio, che è necessario per accendere le lampade, l'importo è {s8}.
str_s9_overall_our_table_will_be_considered_s8|{s9} Nel complesso, la nostra tavola sarà considerata {s8}.
str_rebel|ribelle
str_bandit|bandito
str_relation_of_prisoner_with_captor_is_reg0|La relazione del prigioniero con il suo carceriere è {reg0}
str_s5_suffers_attrition_reg3_x_s4|{s5} soffre per logoramento: {reg3} x {s4}
str_s10_said_on_s1_s11__|{s10} disse riguardo {s1}: {s11}^^
str_totalling_casualties_caused_during_mission|Calcolando le vittime causate durante la missione...
str_removing_s4_from_s5|Rimuovendo {s4} da {s5}
str_s4_joins_prison_break|{s4} si unisce all'evasione
str_helper_is_spawned|l'aiutante è in posizione.
str_leaving_area_during_prison_break|Abbandonando l'area durante l'evasione
str_talk_to_the_trainer|Parla con l'istruttore.
str_woman|donna
str_man|uomo
str_noble|nobile
str_common|borghese
str_may_find_that_you_are_able_to_take_your_place_among_calradias_great_lords_relatively_quickly|potrebbe scoprire che siete in grado di prendere il vostro posto tra i grandi signori di Calradia in tempi relativamente brevi.
str_may_face_some_difficulties_establishing_yourself_as_an_equal_among_calradias_great_lords|potete affrontare alcune difficoltà ponendovi come un eguale dei grandi lord di Calradia.
str_may_face_great_difficulties_establishing_yourself_as_an_equal_among_calradias_great_lords|potete affrontare grandi difficoltà ponendovi come un eguale dei grandi lord di Calradia.
str_current_party_morale_is_reg5_current_party_morale_modifiers_are__base_morale__50_party_size_s2reg1_leadership_s3reg2_food_variety_s4reg3s5s6_recent_events_s7reg4_total__reg5___|Il livello del Morale della Compagnia è {reg5}.^Modificatori del Morale della Compagnia:^^Morale base:  +{reg6}^Dimensione della Compagnia: {s2}{reg1}^Leadership: {s3}{reg2}^Varietà di cibo: {s4}{reg3}{s5}{s6}^Eventi recenti: {s7}{reg4}^TOTALE:  {reg5}^^^
str_s1extra_morale_for_s9_troops__reg6_|{s1}Morale extra per {s9} truppe : {reg6}^
str_courtships_in_progress_|Corteggiamenti in corso:^
str_s1_s2_relation_reg3_last_visit_reg4_days_ago|{s1}^{s2}, relazione {reg3}, ultima visita {reg4} giorni fa
str_s1__poems_known|{s1}^^Poesie conosciute:
str_s1_storming_the_castle_of_love_allegoric|{s1}^Storming the Castle of Love (Allegorico)
str_s1_kais_and_layali_tragic|{s1}^Kais e Layali (Tragico)
str_s1_a_conversation_in_the_garden_comic|{s1}^A Conversation in the Garden (Comico)
str_s1_helgered_and_kara_epic|{s1}^Helgered e Kara (Epico)
str_s1_a_hearts_desire_mystic|{s1}^A Heart's Desire (Mistico)
str_no_companions_in_service|Nessun Compagno in servizio
str_gathering_support|Raccogliendo consenso
str_expected_back_imminently|Atteso ritorno imminente
str_expected_back_in_approximately_reg3_days|Ritorno atteso approssimativamente fra {reg3} giorni
str_gathering_intelligence|Raccogliendo informazioni
str_diplomatic_embassy_to_s9|Ambasciata diplomatica a  {s9}
str_serving_as_minister|Servendo come ministro
str_in_your_court_at_s9|Nella tua corte a {s9}
str_under_arms|Sotto le armi
str_in_your_party|Nella tua Compagnia
str_attacking_enemy_army_near_s11|Attaccando l'esercito nemico vicino {s11}
str_holding_feast_at_s11|Tenendo una festa a {s11}
str_s9s10_current_state_s11_hours_at_current_state_reg3_current_strategic_thinking_s14_marshall_s12_since_the_last_offensive_ended_reg4_hours_since_the_decisive_event_reg10_hours_since_the_last_rest_reg9_hours_since_the_last_feast_ended_reg5_hours_percent_disgruntled_lords_reg7_percent_restless_lords_reg8__|{s9}{s10}^Stato attuale: {s11}^Ore allo stato attuale: {reg3}^Stratega attuale: {s14}^Maresciallo: {s12}^Da quando l'ultima offensiva è finita: {reg4} ore^Dall'evento decisivo: {reg10} ore^Dall'ultimo riposo di 18+ ore: {reg9} ore^Da quando l'ultima festa è finita: {reg5} ore^Percentuale di lord scontenti: {reg7}%^Percentuale di lord agitati: {reg8}%^^
